ID,P18,P19
1,V_18-1,V_19-1
2,V_18-2,V_19-2
3,V_18-3,V_19-3
4,V_18-4,V_19-4
5,V_18-5,V_19-5
6,V_18-6,V_19-6
7,V_18-7,V_19-7
8,V_18-8,V_19-8
9,V_18-9,V_19-9
10,V_18-10,V_19-10
11,V_18-11,V_19-11
12,V_18-12,V_19-12
13,V_18-13,V_19-13
14,V_18-14,V_19-14
15,V_18-15,V_19-15
16,V_18-16,V_19-16
17,V_18-17,V_19-17
18,V_18-18,V_19-18
19,V_18-19,V_19-19
20,V_18-20,V_19-20
21,V_18-21,V_19-21
22,V_18-22,V_19-22
23,V_18-23,V_19-23
24,V_18-24,V_19-24
25,V_18-25,V_19-25
26,V_18-26,V_19-26
27,V_18-27,V_19-27
28,V_18-28,V_19-28
29,V_18-29,V_19-29
30,V_18-30,V_19-30
31,V_18-31,V_19-31
32,V_18-32,V_19-32
33,V_18-33,V_19-33
34,V_18-34,V_19-34
35,V_18-35,V_19-35
36,V_18-36,V_19-36
37,V_18-37,V_19-37
38,V_18-38,V_19-38
39,V_18-39,V_19-39
40,V_18-40,V_19-40
41,V_18-41,V_19-41
42,V_18-42,V_19-42
43,V_18-43,V_19-43
44,V_18-44,V_19-44
45,V_18-45,V_19-45
46,V_18-46,V_19-46
47,V_18-47,V_19-47
48,V_18-48,V_19-48
49,V_18-49,V_19-49
50,V_18-50,V_19-50
51,V_18-51,V_19-51
52,V_18-52,V_19-52
53,V_18-53,V_19-53
54,V_18-54,V_19-54
55,V_18-55,V_19-55
56,V_18-56,V_19-56
57,V_18-57,V_19-57
58,V_18-58,V_19-58
59,V_18-59,V_19-59
60,V_18-60,V_19-60
61,V_18-61,V_19-61
62,V_18-62,V_19-62
63,V_18-63,V_19-63
64,V_18-64,V_19-64
65,V_18-65,V_19-65
66,V_18-66,V_19-66
67,V_18-67,V_19-67
68,V_18-68,V_19-68
69,V_18-69,V_19-69
70,V_18-70,V_19-70
71,V_18-71,V_19-71
72,V_18-72,V_19-72
73,V_18-73,V_19-73
74,V_18-74,V_19-74
75,V_18-75,V_19-75
76,V_18-76,V_19-76
77,V_18-77,V_19-77
78,V_18-78,V_19-78
79,V_18-79,V_19-79
80,V_18-80,V_19-80
81,V_18-81,V_19-81
82,V_18-82,V_19-82
83,V_18-83,V_19-83
84,V_18-84,V_19-84
85,V_18-85,V_19-85
86,V_18-86,V_19-86
87,V_18-87,V_19-87
88,V_18-88,V_19-88
89,V_18-89,V_19-89
90,V_18-90,V_19-90
91,V_18-91,V_19-91
92,V_18-92,V_19-92
93,V_18-93,V_19-93
94,V_18-94,V_19-94
95,V_18-95,V_19-95
96,V_18-96,V_19-96
97,V_18-97,V_19-97
98,V_18-98,V_19-98
99,V_18-99,V_19-99
100,V_18-100,V_19-100
101,V_18-101,V_19-101
102,V_18-102,V_19-102
103,V_18-103,V_19-103
104,V_18-104,V_19-104
105,V_18-105,V_19-105
106,V_18-106,V_19-106
107,V_18-107,V_19-107
108,V_18-108,V_19-108
109,V_18-109,V_19-109
110,V_18-110,V_19-110
111,V_18-111,V_19-111
112,V_18-112,V_19-112
113,V_18-113,V_19-113
114,V_18-114,V_19-114
115,V_18-115,V_19-115
116,V_18-116,V_19-116
117,V_18-117,V_19-117
118,V_18-118,V_19-118
119,V_18-119,V_19-119
120,V_18-120,V_19-120
121,V_18-121,V_19-121
122,V_18-122,V_19-122
123,V_18-123,V_19-123
124,V_18-124,V_19-124
125,V_18-125,V_19-125
126,V_18-126,V_19-126
127,V_18-127,V_19-127
128,V_18-128,V_19-128
129,V_18-129,V_19-129
130,V_18-130,V_19-130
131,V_18-131,V_19-131
132,V_18-132,V_19-132
133,V_18-133,V_19-133
134,V_18-134,V_19-134
135,V_18-135,V_19-135
136,V_18-136,V_19-136
137,V_18-137,V_19-137
138,V_18-138,V_19-138
139,V_18-139,V_19-139
140,V_18-140,V_19-140
141,V_18-141,V_19-141
142,V_18-142,V_19-142
143,V_18-143,V_19-143
144,V_18-144,V_19-144
145,V_18-145,V_19-145
146,V_18-146,V_19-146
147,V_18-147,V_19-147
148,V_18-148,V_19-148
149,V_18-149,V_19-149
150,V_18-150,V_19-150
151,V_18-151,V_19-151
152,V_18-152,V_19-152
153,V_18-153,V_19-153
154,V_18-154,V_19-154
155,V_18-155,V_19-155
156,V_18-156,V_19-156
157,V_18-157,V_19-157
158,V_18-158,V_19-158
159,V_18-159,V_19-159
160,V_18-160,V_19-160
161,V_18-161,V_19-161
162,V_18-162,V_19-162
163,V_18-163,V_19-163
164,V_18-164,V_19-164
165,V_18-165,V_19-165
166,V_18-166,V_19-166
167,V_18-167,V_19-167
168,V_18-168,V_19-168
