ID,P29,P30
1,V_29-1,V_30-1
2,V_29-2,V_30-2
3,V_29-3,V_30-3
4,V_29-4,V_30-4
5,V_29-5,V_30-5
6,V_29-6,V_30-6
7,V_29-7,V_30-7
8,V_29-8,V_30-8
9,V_29-9,V_30-9
10,V_29-10,V_30-10
11,V_29-11,V_30-11
12,V_29-12,V_30-12
13,V_29-13,V_30-13
14,V_29-14,V_30-14
15,V_29-15,V_30-15
16,V_29-16,V_30-16
17,V_29-17,V_30-17
18,V_29-18,V_30-18
19,V_29-19,V_30-19
20,V_29-20,V_30-20
21,V_29-21,V_30-21
22,V_29-22,V_30-22
23,V_29-23,V_30-23
24,V_29-24,V_30-24
25,V_29-25,V_30-25
26,V_29-26,V_30-26
27,V_29-27,V_30-27
28,V_29-28,V_30-28
29,V_29-29,V_30-29
30,V_29-30,V_30-30
31,V_29-31,V_30-31
32,V_29-32,V_30-32
33,V_29-33,V_30-33
34,V_29-34,V_30-34
35,V_29-35,V_30-35
36,V_29-36,V_30-36
37,V_29-37,V_30-37
38,V_29-38,V_30-38
39,V_29-39,V_30-39
40,V_29-40,V_30-40
41,V_29-41,V_30-41
42,V_29-42,V_30-42
43,V_29-43,V_30-43
44,V_29-44,V_30-44
45,V_29-45,V_30-45
46,V_29-46,V_30-46
47,V_29-47,V_30-47
48,V_29-48,V_30-48
49,V_29-49,V_30-49
50,V_29-50,V_30-50
51,V_29-51,V_30-51
52,V_29-52,V_30-52
53,V_29-53,V_30-53
54,V_29-54,V_30-54
55,V_29-55,V_30-55
56,V_29-56,V_30-56
57,V_29-57,V_30-57
58,V_29-58,V_30-58
59,V_29-59,V_30-59
60,V_29-60,V_30-60
61,V_29-61,V_30-61
62,V_29-62,V_30-62
63,V_29-63,V_30-63
64,V_29-64,V_30-64
65,V_29-65,V_30-65
66,V_29-66,V_30-66
67,V_29-67,V_30-67
68,V_29-68,V_30-68
69,V_29-69,V_30-69
70,V_29-70,V_30-70
71,V_29-71,V_30-71
72,V_29-72,V_30-72
73,V_29-73,V_30-73
74,V_29-74,V_30-74
75,V_29-75,V_30-75
76,V_29-76,V_30-76
77,V_29-77,V_30-77
78,V_29-78,V_30-78
79,V_29-79,V_30-79
80,V_29-80,V_30-80
81,V_29-81,V_30-81
82,V_29-82,V_30-82
83,V_29-83,V_30-83
84,V_29-84,V_30-84
85,V_29-85,V_30-85
86,V_29-86,V_30-86
87,V_29-87,V_30-87
88,V_29-88,V_30-88
89,V_29-89,V_30-89
90,V_29-90,V_30-90
91,V_29-91,V_30-91
92,V_29-92,V_30-92
93,V_29-93,V_30-93
94,V_29-94,V_30-94
95,V_29-95,V_30-95
96,V_29-96,V_30-96
97,V_29-97,V_30-97
98,V_29-98,V_30-98
99,V_29-99,V_30-99
100,V_29-100,V_30-100
101,V_29-101,V_30-101
102,V_29-102,V_30-102
103,V_29-103,V_30-103
104,V_29-104,V_30-104
105,V_29-105,V_30-105
106,V_29-106,V_30-106
107,V_29-107,V_30-107
108,V_29-108,V_30-108
109,V_29-109,V_30-109
110,V_29-110,V_30-110
111,V_29-111,V_30-111
112,V_29-112,V_30-112
113,V_29-113,V_30-113
114,V_29-114,V_30-114
115,V_29-115,V_30-115
116,V_29-116,V_30-116
117,V_29-117,V_30-117
118,V_29-118,V_30-118
119,V_29-119,V_30-119
120,V_29-120,V_30-120
121,V_29-121,V_30-121
122,V_29-122,V_30-122
123,V_29-123,V_30-123
124,V_29-124,V_30-124
125,V_29-125,V_30-125
126,V_29-126,V_30-126
127,V_29-127,V_30-127
128,V_29-128,V_30-128
129,V_29-129,V_30-129
130,V_29-130,V_30-130
131,V_29-131,V_30-131
132,V_29-132,V_30-132
133,V_29-133,V_30-133
134,V_29-134,V_30-134
135,V_29-135,V_30-135
136,V_29-136,V_30-136
137,V_29-137,V_30-137
138,V_29-138,V_30-138
139,V_29-139,V_30-139
140,V_29-140,V_30-140
141,V_29-141,V_30-141
142,V_29-142,V_30-142
143,V_29-143,V_30-143
144,V_29-144,V_30-144
145,V_29-145,V_30-145
146,V_29-146,V_30-146
147,V_29-147,V_30-147
148,V_29-148,V_30-148
149,V_29-149,V_30-149
150,V_29-150,V_30-150
151,V_29-151,V_30-151
152,V_29-152,V_30-152
153,V_29-153,V_30-153
154,V_29-154,V_30-154
155,V_29-155,V_30-155
156,V_29-156,V_30-156
157,V_29-157,V_30-157
158,V_29-158,V_30-158
159,V_29-159,V_30-159
160,V_29-160,V_30-160
161,V_29-161,V_30-161
162,V_29-162,V_30-162
163,V_29-163,V_30-163
164,V_29-164,V_30-164
165,V_29-165,V_30-165
166,V_29-166,V_30-166
167,V_29-167,V_30-167
168,V_29-168,V_30-168
169,V_29-169,V_30-169
170,V_29-170,V_30-170
171,V_29-171,V_30-171
172,V_29-172,V_30-172
173,V_29-173,V_30-173
174,V_29-174,V_30-174
175,V_29-175,V_30-175
176,V_29-176,V_30-176
177,V_29-177,V_30-177
178,V_29-178,V_30-178
179,V_29-179,V_30-179
180,V_29-180,V_30-180
181,V_29-181,V_30-181
182,V_29-182,V_30-182
183,V_29-183,V_30-183
184,V_29-184,V_30-184
185,V_29-185,V_30-185
186,V_29-186,V_30-186
187,V_29-187,V_30-187
188,V_29-188,V_30-188
189,V_29-189,V_30-189
190,V_29-190,V_30-190
191,V_29-191,V_30-191
192,V_29-192,V_30-192
193,V_29-193,V_30-193
194,V_29-194,V_30-194
195,V_29-195,V_30-195
196,V_29-196,V_30-196
197,V_29-197,V_30-197
198,V_29-198,V_30-198
199,V_29-199,V_30-199
200,V_29-200,V_30-200
201,V_29-201,V_30-201
202,V_29-202,V_30-202
203,V_29-203,V_30-203
204,V_29-204,V_30-204
205,V_29-205,V_30-205
206,V_29-206,V_30-206
207,V_29-207,V_30-207
208,V_29-208,V_30-208
209,V_29-209,V_30-209
210,V_29-210,V_30-210
211,V_29-211,V_30-211
212,V_29-212,V_30-212
213,V_29-213,V_30-213
214,V_29-214,V_30-214
215,V_29-215,V_30-215
216,V_29-216,V_30-216
217,V_29-217,V_30-217
218,V_29-218,V_30-218
219,V_29-219,V_30-219
220,V_29-220,V_30-220
221,V_29-221,V_30-221
222,V_29-222,V_30-222
