ID,P1
1,V_1097
2,V_1057
3,V_1131
4,V_1005
5,V_1160
6,V_1039
7,V_1106
8,V_1088
9,V_1141
10,V_1070
11,V_1087
12,V_1151
13,V_1149
14,V_1064
15,V_1163
16,V_1002
17,V_1118
18,V_1155
19,V_1115
20,V_1049
21,V_1037
22,V_1040
23,V_1019
24,V_1050
25,V_1059
26,V_1121
27,V_1079
28,V_1091
29,V_1014
30,V_1051
31,V_1025
32,V_1105
33,V_1125
34,V_1081
35,V_1102
36,V_1159
37,V_1016
38,V_1021
39,V_1030
40,V_1060
41,V_1134
42,V_1161
43,V_1116
44,V_1101
45,V_1012
46,V_1069
47,V_1162
48,V_1123
49,V_1076
50,V_1098
51,V_1140
52,V_1010
53,V_1018
54,V_1143
55,V_1165
56,V_1046
57,V_1136
58,V_1113
59,V_1029
60,V_1128
61,V_1020
62,V_1044
63,V_1147
64,V_1083
65,V_1048
66,V_1007
67,V_1090
68,V_1166
69,V_1104
70,V_1013
71,V_1067
72,V_1017
73,V_1006
74,V_1096
75,V_1133
76,V_1063
77,V_1038
78,V_1110
79,V_1158
80,V_1146
81,V_1099
82,V_1003
83,V_1100
84,V_1150
85,V_1047
86,V_1145
87,V_1011
88,V_1004
89,V_1054
90,V_1077
91,V_1126
92,V_1058
93,V_1084
94,V_1068
95,V_1071
96,V_1065
97,V_1167
98,V_1130
99,V_1034
100,V_1142
101,V_1154
102,V_1114
103,V_1041
104,V_1108
105,V_1056
106,V_1120
107,V_1080
108,V_1148
109,V_1094
110,V_1117
111,V_1024
112,V_1086
113,V_1095
114,V_1144
115,V_1053
116,V_1122
117,V_1042
118,V_1156
119,V_1078
120,V_1135
121,V_1015
122,V_1072
123,V_1066
124,V_1062
125,V_1112
126,V_1153
127,V_1157
128,V_1023
129,V_1092
130,V_1132
131,V_1119
132,V_1028
133,V_1009
134,V_1103
135,V_1124
136,V_1093
137,V_1043
138,V_1129
139,V_1075
140,V_1027
141,V_1055
142,V_1022
143,V_1032
144,V_1138
145,V_1026
146,V_1107
147,V_1061
148,V_1035
149,V_1085
150,V_1139
151,V_1052
152,V_1082
153,V_1089
154,V_1033
155,V_1036
156,V_1152
157,V_1001
158,V_1111
159,V_1164
160,V_1127
161,V_1045
162,V_1109
163,V_1137
164,V_1031
165,V_1073
166,V_1074
167,V_1008
168,V_1097
169,V_1057
170,V_1131
171,V_1005
172,V_1160
173,V_1039
174,V_1106
175,V_1088
176,V_1141
177,V_1070
178,V_1087
179,V_1151
180,V_1149
181,V_1064
182,V_1163
183,V_1002
184,V_1118
185,V_1155
186,V_1115
187,V_1049
188,V_1037
189,V_1040
190,V_1019
191,V_1050
192,V_1059
193,V_1121
194,V_1079
195,V_1091
196,V_1014
197,V_1051
198,V_1025
199,V_1105
200,V_1125
201,V_1081
202,V_1102
203,V_1159
204,V_1016
205,V_1021
206,V_1030
207,V_1060
208,V_1134
209,V_1161
210,V_1116
211,V_1101
212,V_1012
213,V_1069
214,V_1162
215,V_1123
216,V_1076
217,V_1098
218,V_1140
219,V_1010
220,V_1018
221,V_1143
222,V_1165
223,V_1046
224,V_1136
225,V_1113
226,V_1029
227,V_1128
228,V_1020
229,V_1044
230,V_1147
231,V_1083
232,V_1048
233,V_1007
234,V_1090
235,V_1166
236,V_1104
237,V_1013
238,V_1067
239,V_1017
240,V_1006
241,V_1096
242,V_1133
243,V_1063
244,V_1038
245,V_1110
246,V_1158
247,V_1146
248,V_1099
249,V_1003
250,V_1100
251,V_1150
252,V_1047
253,V_1145
254,V_1011
255,V_1004
256,V_1054
257,V_1077
258,V_1126
259,V_1058
260,V_1084
261,V_1068
262,V_1071
263,V_1065
264,V_1167
265,V_1130
266,V_1034
267,V_1142
268,V_1154
269,V_1114
270,V_1041
271,V_1108
272,V_1056
273,V_1120
274,V_1080
275,V_1148
276,V_1094
277,V_1117
278,V_1024
279,V_1086
280,V_1095
281,V_1144
282,V_1053
283,V_1122
284,V_1042
285,V_1156
286,V_1078
287,V_1135
288,V_1015
289,V_1072
290,V_1066
291,V_1062
292,V_1112
293,V_1153
294,V_1157
295,V_1023
296,V_1092
297,V_1132
298,V_1119
299,V_1028
300,V_1009
301,V_1103
302,V_1124
303,V_1093
304,V_1043
305,V_1129
306,V_1075
307,V_1027
308,V_1055
309,V_1022
310,V_1032
311,V_1138
312,V_1026
313,V_1107
314,V_1061
315,V_1035
316,V_1085
317,V_1139
318,V_1052
319,V_1082
320,V_1089
321,V_1033
322,V_1036
323,V_1152
324,V_1001
325,V_1111
326,V_1164
327,V_1127
328,V_1045
329,V_1109
330,V_1137
331,V_1031
332,V_1073
333,V_1074
334,V_1008
335,V_1097
336,V_1057
337,V_1131
338,V_1005
339,V_1160
340,V_1039
341,V_1106
342,V_1088
343,V_1141
344,V_1070
345,V_1087
346,V_1151
347,V_1149
348,V_1064
349,V_1163
350,V_1002
351,V_1118
352,V_1155
353,V_1115
354,V_1049
355,V_1037
356,V_1040
357,V_1019
358,V_1050
359,V_1059
360,V_1121
361,V_1079
362,V_1091
363,V_1014
364,V_1051
365,V_1025
366,V_1105
367,V_1125
368,V_1081
369,V_1102
370,V_1159
371,V_1016
372,V_1021
373,V_1030
374,V_1060
375,V_1134
376,V_1161
377,V_1116
378,V_1101
379,V_1012
380,V_1069
381,V_1162
382,V_1123
383,V_1076
384,V_1098
385,V_1140
386,V_1010
387,V_1018
388,V_1143
389,V_1165
390,V_1046
391,V_1136
392,V_1113
393,V_1029
394,V_1128
395,V_1020
396,V_1044
397,V_1147
398,V_1083
399,V_1048
400,V_1007
401,V_1090
402,V_1166
403,V_1104
404,V_1013
405,V_1067
406,V_1017
407,V_1006
408,V_1096
409,V_1133
410,V_1063
411,V_1038
412,V_1110
413,V_1158
414,V_1146
415,V_1099
416,V_1003
417,V_1100
418,V_1150
419,V_1047
420,V_1145
421,V_1011
422,V_1004
423,V_1054
424,V_1077
425,V_1126
426,V_1058
427,V_1084
428,V_1068
429,V_1071
430,V_1065
431,V_1167
432,V_1130
433,V_1034
434,V_1142
435,V_1154
436,V_1114
437,V_1041
438,V_1108
439,V_1056
440,V_1120
441,V_1080
442,V_1148
443,V_1094
444,V_1117
445,V_1024
446,V_1086
447,V_1095
448,V_1144
449,V_1053
450,V_1122
451,V_1042
452,V_1156
453,V_1078
454,V_1135
455,V_1015
456,V_1072
457,V_1066
458,V_1062
459,V_1112
460,V_1153
461,V_1157
462,V_1023
463,V_1092
464,V_1132
465,V_1119
466,V_1028
467,V_1009
468,V_1103
469,V_1124
470,V_1093
471,V_1043
472,V_1129
473,V_1075
474,V_1027
475,V_1055
476,V_1022
477,V_1032
478,V_1138
479,V_1026
480,V_1107
481,V_1061
482,V_1035
483,V_1085
484,V_1139
485,V_1052
486,V_1082
487,V_1089
488,V_1033
489,V_1036
490,V_1152
491,V_1001
492,V_1111
493,V_1164
494,V_1127
495,V_1045
496,V_1109
497,V_1137
498,V_1031
499,V_1073
500,V_1074
501,V_1008
502,V_502
503,V_503
504,V_504
505,V_505
506,V_506
507,V_507
508,V_508
509,V_509
510,V_510
511,V_511
512,V_512
513,V_513
514,V_514
515,V_515
516,V_516
517,V_517
518,V_518
519,V_519
520,V_520
521,V_521
522,V_522
523,V_523
524,V_524
525,V_525
526,V_526
527,V_527
528,V_528
529,V_529
530,V_530
531,V_531
532,V_532
533,V_533
534,V_534
535,V_535
536,V_536
537,V_537
538,V_538
539,V_539
540,V_540
541,V_541
542,V_542
543,V_543
544,V_544
545,V_545
546,V_546
547,V_547
548,V_548
549,V_549
550,V_550
551,V_551
552,V_552
553,V_553
554,V_554
555,V_555
556,V_556
557,V_557
558,V_558
559,V_559
560,V_560
561,V_561
562,V_562
563,V_563
564,V_564
565,V_565
566,V_566
567,V_567
568,V_568
569,V_569
570,V_570
571,V_571
572,V_572
573,V_573
574,V_574
575,V_575
576,V_576
577,V_577
578,V_578
579,V_579
580,V_580
581,V_581
582,V_582
583,V_583
584,V_584
585,V_585
586,V_586
587,V_587
588,V_588
589,V_589
590,V_590
591,V_591
592,V_592
593,V_593
594,V_594
595,V_595
596,V_596
597,V_597
598,V_598
599,V_599
600,V_600
601,V_601
602,V_602
603,V_603
604,V_604
605,V_605
606,V_606
607,V_607
608,V_608
609,V_609
610,V_610
611,V_611
612,V_612
613,V_613
614,V_614
615,V_615
616,V_616
617,V_617
618,V_618
619,V_619
620,V_620
621,V_621
622,V_622
623,V_623
624,V_624
625,V_625
626,V_626
627,V_627
628,V_628
629,V_629
630,V_630
631,V_631
632,V_632
633,V_633
634,V_634
635,V_635
636,V_636
637,V_637
638,V_638
639,V_639
640,V_640
641,V_641
642,V_642
643,V_643
644,V_644
645,V_645
646,V_646
647,V_647
648,V_648
649,V_649
650,V_650
651,V_651
652,V_652
653,V_653
654,V_654
655,V_655
656,V_656
657,V_657
658,V_658
659,V_659
660,V_660
661,V_661
662,V_662
663,V_663
664,V_664
665,V_665
666,V_666
667,V_667
668,V_668
669,V_669
670,V_670
671,V_671
672,V_672
673,V_673
674,V_674
675,V_675
676,V_676
677,V_677
678,V_678
679,V_679
680,V_680
681,V_681
682,V_682
683,V_683
684,V_684
685,V_685
686,V_686
687,V_687
688,V_688
689,V_689
690,V_690
691,V_691
692,V_692
693,V_693
694,V_694
695,V_695
696,V_696
697,V_697
698,V_698
699,V_699
700,V_700
701,V_701
702,V_702
703,V_703
704,V_704
705,V_705
706,V_706
707,V_707
708,V_708
709,V_709
710,V_710
711,V_711
712,V_712
713,V_713
714,V_714
715,V_715
716,V_716
717,V_717
718,V_718
719,V_719
720,V_720
721,V_721
722,V_722
723,V_723
724,V_724
725,V_725
726,V_726
727,V_727
728,V_728
729,V_729
730,V_730
731,V_731
732,V_732
733,V_733
734,V_734
735,V_735
736,V_736
737,V_737
738,V_738
739,V_739
740,V_740
741,V_741
742,V_742
743,V_743
744,V_744
745,V_745
746,V_746
747,V_747
748,V_748
749,V_749
750,V_750
751,V_751
752,V_752
753,V_753
754,V_754
755,V_755
756,V_756
757,V_757
758,V_758
759,V_759
760,V_760
761,V_761
762,V_762
763,V_763
764,V_764
765,V_765
766,V_766
767,V_767
768,V_768
769,V_769
770,V_770
771,V_771
772,V_772
773,V_773
774,V_774
775,V_775
776,V_776
777,V_777
778,V_778
779,V_779
780,V_780
781,V_781
782,V_782
783,V_783
784,V_784
785,V_785
786,V_786
787,V_787
788,V_788
789,V_789
790,V_790
791,V_791
792,V_792
793,V_793
794,V_794
795,V_795
796,V_796
797,V_797
798,V_798
799,V_799
800,V_800
801,V_801
802,V_802
803,V_803
804,V_804
805,V_805
806,V_806
807,V_807
808,V_808
809,V_809
810,V_810
811,V_811
812,V_812
813,V_813
814,V_814
815,V_815
816,V_816
817,V_817
818,V_818
819,V_819
820,V_820
821,V_821
822,V_822
823,V_823
824,V_824
825,V_825
826,V_826
827,V_827
828,V_828
829,V_829
830,V_830
831,V_831
832,V_832
833,V_833
834,V_834
835,V_835
836,V_836
837,V_837
838,V_838
839,V_839
840,V_840
841,V_841
842,V_842
843,V_843
844,V_844
845,V_845
846,V_846
847,V_847
848,V_848
849,V_849
850,V_850
851,V_851
852,V_852
853,V_853
854,V_854
855,V_855
856,V_856
857,V_857
858,V_858
859,V_859
860,V_860
861,V_861
862,V_862
863,V_863
864,V_864
865,V_865
866,V_866
867,V_867
868,V_868
869,V_869
870,V_870
871,V_871
872,V_872
873,V_873
874,V_874
875,V_875
876,V_876
877,V_877
878,V_878
879,V_879
880,V_880
881,V_881
882,V_882
883,V_883
884,V_884
885,V_885
886,V_886
887,V_887
888,V_888
889,V_889
890,V_890
891,V_891
892,V_892
893,V_893
894,V_894
895,V_895
896,V_896
897,V_897
898,V_898
899,V_899
900,V_900
901,V_901
902,V_902
903,V_903
904,V_904
905,V_905
906,V_906
907,V_907
908,V_908
909,V_909
910,V_910
911,V_911
912,V_912
913,V_913
914,V_914
915,V_915
916,V_916
917,V_917
918,V_918
919,V_919
920,V_920
921,V_921
922,V_922
923,V_923
924,V_924
925,V_925
926,V_926
927,V_927
928,V_928
929,V_929
930,V_930
931,V_931
932,V_932
933,V_933
934,V_934
935,V_935
936,V_936
937,V_937
938,V_938
939,V_939
940,V_940
941,V_941
942,V_942
943,V_943
944,V_944
945,V_945
946,V_946
947,V_947
948,V_948
949,V_949
950,V_950
951,V_951
952,V_952
953,V_953
954,V_954
955,V_955
956,V_956
957,V_957
958,V_958
959,V_959
960,V_960
961,V_961
962,V_962
963,V_963
964,V_964
965,V_965
966,V_966
967,V_967
968,V_968
969,V_969
970,V_970
971,V_971
972,V_972
973,V_973
974,V_974
975,V_975
976,V_976
977,V_977
978,V_978
979,V_979
980,V_980
981,V_981
982,V_982
983,V_983
984,V_984
985,V_985
986,V_986
987,V_987
988,V_988
989,V_989
990,V_990
991,V_991
992,V_992
993,V_993
994,V_994
995,V_995
996,V_996
997,V_997
998,V_998
999,V_999
1000,V_1000
