ID,P1
1,V_303
1,V_342
1,V_68
1,V_18
1,V_271
6,V_247
6,V_204
6,V_53
6,V_66
6,V_155
11,V_396
11,V_422
11,V_215
11,V_141
11,V_218
16,V_410
16,V_286
16,V_280
16,V_375
16,V_97
21,V_142
21,V_176
21,V_453
21,V_146
21,V_429
26,V_133
26,V_341
26,V_350
26,V_120
26,V_157
31,V_88
31,V_307
31,V_118
31,V_420
31,V_264
36,V_384
36,V_388
36,V_381
36,V_98
36,V_174
41,V_291
41,V_161
41,V_393
41,V_82
41,V_419
46,V_195
46,V_382
46,V_80
46,V_238
46,V_479
51,V_304
51,V_426
51,V_102
51,V_144
51,V_199
56,V_22
56,V_459
56,V_170
56,V_109
56,V_306
61,V_10
61,V_314
61,V_222
61,V_268
61,V_245
66,V_71
66,V_412
66,V_49
66,V_370
66,V_4
71,V_438
71,V_77
71,V_130
71,V_321
71,V_180
76,V_230
76,V_63
76,V_187
76,V_406
76,V_267
81,V_317
81,V_236
81,V_425
81,V_476
81,V_169
86,V_70
86,V_464
86,V_347
86,V_281
86,V_84
91,V_371
91,V_193
91,V_467
91,V_288
91,V_16
96,V_372
96,V_7
96,V_36
96,V_260
96,V_3
101,V_143
101,V_385
101,V_473
101,V_354
101,V_227
106,V_131
106,V_203
106,V_293
106,V_366
106,V_237
111,V_188
111,V_418
111,V_183
111,V_177
111,V_295
116,V_91
116,V_468
116,V_244
116,V_198
116,V_65
121,V_23
121,V_44
121,V_26
121,V_115
121,V_411
126,V_178
126,V_251
126,V_259
126,V_27
126,V_466
131,V_456
131,V_132
131,V_433
131,V_135
131,V_175
136,V_440
136,V_444
136,V_20
136,V_449
136,V_172
141,V_150
141,V_94
141,V_162
141,V_311
141,V_21
146,V_312
146,V_374
146,V_33
146,V_442
146,V_234
151,V_302
151,V_1
151,V_338
151,V_282
151,V_395
156,V_477
156,V_270
156,V_31
156,V_455
156,V_296
161,V_352
161,V_344
161,V_194
161,V_300
161,V_103
166,V_182
166,V_46
166,V_261
166,V_114
166,V_356
171,V_29
171,V_389
171,V_165
171,V_40
171,V_39
176,V_386
176,V_241
176,V_149
176,V_233
176,V_35
181,V_95
181,V_353
181,V_394
181,V_56
181,V_11
186,V_377
186,V_336
186,V_392
186,V_276
186,V_138
191,V_250
191,V_397
191,V_190
191,V_129
191,V_242
196,V_48
196,V_45
196,V_363
196,V_255
196,V_212
201,V_400
201,V_380
201,V_460
201,V_278
201,V_450
206,V_87
206,V_458
206,V_50
206,V_41
206,V_277
211,V_14
211,V_90
211,V_30
211,V_408
211,V_258
216,V_416
216,V_224
216,V_378
216,V_361
216,V_362
221,V_111
221,V_24
221,V_409
221,V_301
221,V_112
226,V_369
226,V_265
226,V_47
226,V_25
226,V_457
231,V_99
231,V_168
231,V_9
231,V_163
231,V_139
236,V_225
236,V_399
236,V_413
236,V_232
236,V_158
241,V_239
241,V_240
241,V_113
241,V_123
241,V_253
246,V_447
246,V_472
246,V_323
246,V_398
246,V_435
251,V_379
251,V_181
251,V_243
251,V_360
251,V_72
256,V_355
256,V_134
256,V_58
256,V_269
256,V_156
261,V_214
261,V_12
261,V_367
261,V_285
261,V_348
266,V_216
266,V_454
266,V_136
266,V_305
266,V_294
271,V_421
271,V_248
271,V_75
271,V_61
271,V_121
276,V_390
276,V_140
276,V_427
276,V_79
276,V_74
281,V_465
281,V_34
281,V_147
281,V_325
281,V_89
286,V_160
286,V_42
286,V_17
286,V_452
286,V_273
291,V_197
291,V_357
291,V_191
291,V_196
291,V_62
296,V_254
296,V_202
296,V_205
296,V_387
296,V_200
301,V_349
301,V_85
301,V_289
301,V_189
301,V_480
306,V_43
306,V_96
306,V_290
306,V_262
306,V_235
311,V_461
311,V_475
311,V_152
311,V_405
311,V_86
316,V_127
316,V_60
316,V_104
316,V_51
316,V_324
321,V_145
321,V_339
321,V_272
321,V_78
321,V_359
326,V_101
326,V_443
326,V_383
326,V_434
326,V_110
331,V_266
331,V_125
331,V_185
331,V_470
331,V_320
336,V_69
336,V_76
336,V_186
336,V_326
336,V_122
341,V_309
341,V_431
341,V_208
341,V_471
341,V_368
346,V_137
346,V_327
346,V_333
346,V_219
346,V_246
351,V_404
351,V_316
351,V_171
351,V_313
351,V_364
356,V_83
356,V_100
356,V_335
356,V_54
356,V_279
361,V_263
361,V_337
361,V_424
361,V_59
361,V_159
366,V_414
366,V_478
366,V_403
366,V_346
366,V_6
371,V_249
371,V_184
371,V_391
371,V_209
371,V_154
376,V_64
376,V_332
376,V_192
376,V_407
376,V_8
381,V_451
381,V_328
381,V_106
381,V_469
381,V_55
386,V_229
386,V_283
386,V_213
386,V_117
386,V_67
391,V_417
391,V_167
391,V_351
391,V_28
391,V_108
396,V_19
396,V_462
396,V_126
396,V_124
396,V_308
401,V_105
401,V_445
401,V_376
401,V_73
401,V_401
406,V_343
406,V_299
406,V_119
406,V_373
406,V_231
411,V_436
411,V_310
411,V_331
411,V_201
411,V_415
416,V_432
416,V_228
416,V_430
416,V_256
416,V_318
421,V_211
421,V_402
421,V_148
421,V_297
421,V_92
426,V_164
426,V_287
426,V_463
426,V_57
426,V_13
431,V_340
431,V_107
431,V_298
431,V_315
431,V_151
436,V_322
436,V_330
436,V_128
436,V_38
436,V_446
441,V_474
