ID,P18
1,V_18-1
2,V_18-2
3,V_18-3
4,V_18-4
5,V_18-5
6,V_18-6
7,V_18-7
8,V_18-8
9,V_18-9
10,V_18-10
11,V_18-11
12,V_18-12
13,V_18-13
14,V_18-14
15,V_18-15
16,V_18-16
17,V_18-17
18,V_18-18
19,V_18-19
20,V_18-20
21,V_18-21
22,V_18-22
23,V_18-23
24,V_18-24
25,V_18-25
26,V_18-26
27,V_18-27
28,V_18-28
29,V_18-29
30,V_18-30
31,V_18-31
32,V_18-32
33,V_18-33
34,V_18-34
35,V_18-35
36,V_18-36
37,V_18-37
38,V_18-38
39,V_18-39
40,V_18-40
41,V_18-41
42,V_18-42
43,V_18-43
44,V_18-44
45,V_18-45
46,V_18-46
47,V_18-47
48,V_18-48
49,V_18-49
50,V_18-50
51,V_18-51
52,V_18-52
53,V_18-53
54,V_18-54
55,V_18-55
56,V_18-56
57,V_18-57
58,V_18-58
59,V_18-59
60,V_18-60
61,V_18-61
62,V_18-62
63,V_18-63
64,V_18-64
65,V_18-65
66,V_18-66
67,V_18-67
68,V_18-68
69,V_18-69
70,V_18-70
71,V_18-71
72,V_18-72
73,V_18-73
74,V_18-74
75,V_18-75
76,V_18-76
77,V_18-77
78,V_18-78
79,V_18-79
80,V_18-80
81,V_18-81
82,V_18-82
83,V_18-83
84,V_18-84
85,V_18-85
86,V_18-86
87,V_18-87
88,V_18-88
89,V_18-89
90,V_18-90
91,V_18-91
92,V_18-92
93,V_18-93
94,V_18-94
95,V_18-95
96,V_18-96
97,V_18-97
98,V_18-98
99,V_18-99
100,V_18-100
101,V_18-101
102,V_18-102
103,V_18-103
104,V_18-104
105,V_18-105
106,V_18-106
107,V_18-107
108,V_18-108
109,V_18-109
110,V_18-110
111,V_18-111
112,V_18-112
113,V_18-113
114,V_18-114
115,V_18-115
116,V_18-116
117,V_18-117
118,V_18-118
119,V_18-119
120,V_18-120
121,V_18-121
122,V_18-122
123,V_18-123
124,V_18-124
125,V_18-125
126,V_18-126
127,V_18-127
128,V_18-128
129,V_18-129
130,V_18-130
131,V_18-131
132,V_18-132
133,V_18-133
134,V_18-134
135,V_18-135
136,V_18-136
137,V_18-137
138,V_18-138
139,V_18-139
140,V_18-140
141,V_18-141
